0,22130056.619999997,361304.2,207641.58000000002,18700052.3,25374579.279999997,20778225.479999997,18957505.040000003,9704228.639999999,2837451.02,588711.2,23578455.860000003,37694857.3,19219759.14,21759438.240000002,19243355.119999997,2776359.2,665015.28,22982292.82,30822037.579999994,13340639.739999998,14105745.5,21801113.139999997,904099.8
1,20460936.16,84400.86,173246.75999999998,18771220.4,19312932.5,17303742.360000003,18920881.56,16333653.9,1831327.7,282456.6,31917451.639999997,37510839.980000004,22775992.419999998,27444158.159999996,18698688.479999997,2245833.62,712827.52,21993486.68,50099295.68000001,12523401.06,14650942.459999999,29756075.060000002,1128705.42
2,23108637.32,139393.6,578508.4,19939294.26,20239249.44,13578703.2,21072018.060000002,15415529.5,1204082.0,373781.8,32179430.96,38020970.599999994,21696430.7,20137456.78,11933305.4,378532.8,540061.78,22817726.96,49269814.1,13354522.940000001,16812007.020000003,23611788.74,790063.2
3,26115846.48,81091.2,527713.22,19317103.919999998,17877055.22,20275638.06,20309235.860000003,16636821.120000001,1301057.06,271596.8,29551412.76,29551281.68,24394270.1,15116041.939999998,12662622.620000001,351947.4,522193.94000000006,18751099.240000002,45391654.96,18088681.98,22051304.98,22815785.02,509153.4
4,24030315.220000003,989372.3,319046.82,20282748.38,17807735.04,17246127.900000002,21345737.38,15483354.34,1213316.4,499194.8,24335225.660000004,26706014.4,25210735.499999996,19533208.52,15141080.14,344548.8,647685.88,25019174.559999995,51770943.38000001,15218555.12,18065400.82,22494655.0,437745.0
5,17799034.5,439254.8,425339.9800000001,21129644.580000002,17469292.8,22296062.74,20468340.040000003,18007377.86,1127188.0,236237.4,14479375.36,31338106.22,30486136.420000006,17279228.82,14901832.500000004,513248.4,808925.24,25157291.619999997,50958670.4,18799420.82,17845393.259999998,30717792.96,1256208.4
6,17825202.94,256708.0,450965.0,20531470.12,22982394.52,16926428.419999998,17243230.520000003,18817014.380000003,1142697.8599999999,291307.2,25165451.6,37622784.54000001,23180894.1,15173085.419999998,12155372.64,303999.2,906435.6599999999,24559806.52,40771050.14,10238012.64,18947152.78,26951914.32,1804414.8
7,20162307.54,1060231.48,348687.22000000003,17948180.6,15375069.6,14029194.48,19724370.02,16950152.48,766136.0,262655.4,19227690.520000003,41309390.46,27668273.6,15114467.02,11093647.36,577436.02,1144461.2,16394990.12,42189465.58,15338331.02,17834134.259999998,21050731.4,1198028.4
8,18576125.080000002,1541104.2,623059.72,19072280.2,12024252.66,23078667.939999998,21428896.18,12722662.540000001,1039846.72,233319.2,19347832.860000003,48169920.89999999,24759481.740000002,13126362.920000002,9903864.440000001,809851.0599999999,730150.42,17463089.240000002,38890203.9,19566558.3,23541580.199999996,22758374.54,699468.2
9,16306823.98,812965.8,243279.6,17610915.080000002,11328137.58,24233259.14,15397755.020000001,18124938.82,1048198.8800000001,270448.8,13584017.219999999,37255620.68000001,25698504.839999996,12099796.88,17142269.84,509686.4,731045.26,20328947.380000003,38253501.71999999,20805064.0,22223619.1,18831635.72,883108.2
